CMDLINE /root/miniforge3/envs/3.12.0/bin/python3 minhash.py
MEM 880.667969 1713688826.6353
MEM 882.214844 1713688826.7355
MEM 883.246094 1713688826.8357
MEM 884.535156 1713688826.9359
MEM 886.082031 1713688827.0362
MEM 887.628906 1713688827.1364
MEM 889.175781 1713688827.2366
MEM 890.207031 1713688827.3368
MEM 891.496094 1713688827.4370
MEM 893.042969 1713688827.5373
MEM 894.332031 1713688827.6375
MEM 895.878906 1713688827.7377
MEM 896.910156 1713688827.8379
MEM 898.199219 1713688827.9381
MEM 899.746094 1713688828.0384
MEM 901.292969 1713688828.1386
MEM 902.839844 1713688828.2388
MEM 904.128906 1713688828.3390
MEM 905.160156 1713688828.4392
MEM 906.707031 1713688828.5395
MEM 908.253906 1713688828.6397
MEM 909.542969 1713688828.7399
MEM 911.089844 1713688828.8401
MEM 912.378906 1713688828.9403
MEM 913.410156 1713688829.0406
MEM 914.957031 1713688829.1408
MEM 916.503906 1713688829.2410
MEM 918.050781 1713688829.3412
MEM 919.082031 1713688829.4414
MEM 920.371094 1713688829.5416
MEM 921.917969 1713688829.6419
MEM 923.207031 1713688829.7421
MEM 925.011719 1713688829.8423
MEM 926.042969 1713688829.9425
MEM 927.074219 1713688830.0427
MEM 928.621094 1713688830.1430
MEM 930.167969 1713688830.2432
MEM 931.714844 1713688830.3434
MEM 933.003906 1713688830.4436
MEM 934.035156 1713688830.5438
MEM 936.097656 1713688830.6440
MEM 937.644531 1713688830.7442
MEM 938.933594 1713688830.8444
MEM 939.964844 1713688830.9446
MEM 941.253906 1713688831.0448
MEM 942.800781 1713688831.1450
MEM 944.347656 1713688831.2452
MEM 945.378906 1713688831.3454
MEM 946.667969 1713688831.4457
MEM 948.214844 1713688831.5459
MEM 949.503906 1713688831.6461
MEM 951.050781 1713688831.7463
MEM 952.082031 1713688831.8465
MEM 953.371094 1713688831.9467
MEM 954.917969 1713688832.0469
MEM 956.464844 1713688832.1471
MEM 957.496094 1713688832.2474
MEM 958.527344 1713688832.3476
MEM 960.074219 1713688832.4478
MEM 961.621094 1713688832.5480
MEM 963.167969 1713688832.6482
MEM 964.714844 1713688832.7484
MEM 966.003906 1713688832.8486
MEM 967.035156 1713688832.9488
MEM 968.324219 1713688833.0490
MEM 969.871094 1713688833.1493
MEM 971.417969 1713688833.2495
MEM 972.964844 1713688833.3497
MEM 973.738281 1713688833.4499
MEM 975.285156 1713688833.5501
MEM 976.574219 1713688833.6503
MEM 978.121094 1713688833.7505
MEM 979.667969 1713688833.8507
MEM 980.699219 1713688833.9509
MEM 981.988281 1713688834.0512
MEM 983.535156 1713688834.1514
MEM 985.082031 1713688834.2516
MEM 986.371094 1713688834.3518
MEM 987.402344 1713688834.4520
MEM 988.691406 1713688834.5522
MEM 990.238281 1713688834.6524
MEM 991.785156 1713688834.7526
MEM 993.074219 1713688834.8528
MEM 994.105469 1713688834.9530
MEM 994.878906 1713688835.0533
MEM 994.878906 1713688835.1535
MEM 994.878906 1713688835.2537
MEM 994.878906 1713688835.3539
MEM 994.878906 1713688835.4542
MEM 995.652344 1713688835.5544
MEM 996.941406 1713688835.6546
MEM 998.488281 1713688835.7548
MEM 1000.035156 1713688835.8550
MEM 1001.066406 1713688835.9552
MEM 1003.128906 1713688836.0554
MEM 1003.902344 1713688836.1556
MEM 1005.191406 1713688836.2558
MEM 1006.738281 1713688836.3560
MEM 1008.285156 1713688836.4562
MEM 1009.574219 1713688836.5564
MEM 1010.605469 1713688836.6566
MEM 1011.894531 1713688836.7568
MEM 1013.441406 1713688836.8570
MEM 1014.988281 1713688836.9572
MEM 1016.019531 1713688837.0575
MEM 1017.308594 1713688837.1577
MEM 1018.597656 1713688837.2579
MEM 1020.144531 1713688837.3581
MEM 1021.691406 1713688837.4583
MEM 1022.722656 1713688837.5585
MEM 1024.011719 1713688837.6587
MEM 1026.074219 1713688837.7589
MEM 1027.105469 1713688837.8592
MEM 1028.394531 1713688837.9594
MEM 1029.941406 1713688838.0596
MEM 1031.488281 1713688838.1598
MEM 1032.519531 1713688838.2600
MEM 1033.808594 1713688838.3603
MEM 1035.355469 1713688838.4605
MEM 1036.902344 1713688838.5607
MEM 1038.449219 1713688838.6609
MEM 1039.222656 1713688838.7611
MEM 1041.027344 1713688838.8613
MEM 1042.574219 1713688838.9615
MEM 1044.121094 1713688839.0618
MEM 1045.152344 1713688839.1620
MEM 1046.441406 1713688839.2622
MEM 1047.730469 1713688839.3624
MEM 1049.277344 1713688839.4626
MEM 1050.824219 1713688839.5629
MEM 1051.855469 1713688839.6631
MEM 1053.144531 1713688839.7633
MEM 1054.433594 1713688839.8635
MEM 1055.980469 1713688839.9646
MEM 1057.527344 1713688840.0648
MEM 1058.558594 1713688840.1650
MEM 1059.847656 1713688840.2652
MEM 1061.394531 1713688840.3654
MEM 1062.941406 1713688840.4657
MEM 1064.488281 1713688840.5659
MEM 1065.261719 1713688840.6661
MEM 1066.550781 1713688840.7663
MEM 1068.097656 1713688840.8664
MEM 1069.644531 1713688840.9666
MEM 1070.933594 1713688841.0668
MEM 1071.964844 1713688841.1670
